Id,Date,Thread,Level,Logger,Message,Exception
285149791,2026-01-08 14:22:44.370,60,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=76.55,GuRange1=0,GuRange2=0,GuRange3=10"",""ExceptionInfo"":null}",
285149792,2026-01-08 14:22:44.387,138,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=76.55,GuRange1=0,GuRange2=0,GuRange3=10"",""ExceptionInfo"":null}",
285149794,2026-01-08 14:22:44.900,292,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=75.725,GuRange1=0,GuRange2=0,GuRange3=11"",""ExceptionInfo"":null}",
285149795,2026-01-08 14:22:44.920,41,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=75.725,GuRange1=0,GuRange2=0,GuRange3=11"",""ExceptionInfo"":null}",
285149800,2026-01-08 14:22:45.420,292,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=74.075,GuRange1=0,GuRange2=0,GuRange3=12"",""ExceptionInfo"":null}",
285149801,2026-01-08 14:22:45.437,244,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=74.075,GuRange1=0,GuRange2=0,GuRange3=12"",""ExceptionInfo"":null}",
285149802,2026-01-08 14:22:45.947,168,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=73.25,GuRange1=0,GuRange2=0,GuRange3=13"",""ExceptionInfo"":null}",
285149803,2026-01-08 14:22:45.960,86,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=73.25,GuRange1=0,GuRange2=0,GuRange3=13"",""ExceptionInfo"":null}",
285149810,2026-01-08 14:22:46.467,94,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=71.6,GuRange1=0,GuRange2=0,GuRange3=14"",""ExceptionInfo"":null}",
285149811,2026-01-08 14:22:46.497,35,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=71.6,GuRange1=0,GuRange2=0,GuRange3=14"",""ExceptionInfo"":null}",
