Message,Date
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF1--SF1糊间隙往设备写值动作完成,材质=8/1,楞型=B"",""ExceptionInfo"":""""}",2026-06-04 14:07:58.971746
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF2--SF2糊间隙往设备写值动作完成,材质=7/6,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:08:03.560026
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow SF2糊间隙立即换材，材质=7/5,楞型=A,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 14:29:02.081022
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF2糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=20;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=30;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=100;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\nSF2糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：466.67\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:54:29.939977
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF1糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=12;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=13;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=120;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=150;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=160;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\nSF1糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=170;车速系数=1.00;车速限制的最小值=11;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：53.20\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:54:30.074596
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF2--SF2糊间隙往设备写值动作完成,材质=9/9,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:54:30.427046
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF1--SF1糊间隙往设备写值动作完成,材质=9/9,楞型=B"",""ExceptionInfo"":""""}",2026-06-04 14:54:30.455103
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow 糊机糊间隙立即换材，材质=F.6.3.8.N,楞型=5BC,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 15:20:25.610288
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入 SetGlueGu 准备点位赋值，材质=F.6.3.8.N,楞型=5BC,品牌LS0=,品牌MS1=,品牌LS1=,品牌MS2=,品牌LS2=,品牌MS3=,品牌LS3="",""ExceptionInfo"":""""}",2026-06-04 15:20:25.616891
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙赋值任务取消,因为该期间内又收到一个新的糊机糊间隙赋值任务"",""ExceptionInfo"":""""}",2026-06-04 15:20:25.670976
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow SF1糊间隙立即换材，材质=6/3,楞型=B,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 15:20:25.943379
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入SetGlueSF1准备点位赋值，芯纸材质=6，里纸材质=3,楞型=B"",""ExceptionInfo"":""""}",2026-06-04 15:20:25.973244
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层=False\r\n中层=False\r\n下层=False\r\n当前糊间隙材质情况：1层=F/6；2层=3/8；3层=\r\n"",""ExceptionInfo"":""""}",2026-06-04 15:20:25.782279
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层=False\r\n中层=False\r\n下层=False\r\n当前糊间隙材质情况：1层=F/6；2层=3/8；3层=\r\n"",""ExceptionInfo"":""""}",2026-06-04 15:20:26.064342
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow 糊机糊间隙立即换材，材质=F.6.3.8.N,楞型=5BC,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 15:35:24.746851
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入 SetGlueGu 准备点位赋值，材质=F.6.3.8.N,楞型=5BC,品牌LS0=,品牌MS1=,品牌LS1=,品牌MS2=,品牌LS2=,品牌MS3=,品牌LS3="",""ExceptionInfo"":""""}",2026-06-04 15:35:24.785466
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF1糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=12;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=13;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=120;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=150;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=160;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=10;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\nSF1糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=255;车速系数=1.00;车速限制的最小值=11;QDM系数=1.00;界面系数=4.56;弯翘偏移量=0;计算结果：81.62\r\n"",""ExceptionInfo"":""""}",2026-06-04 15:35:25.640091
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""GU1糊间隙计算结果：车速值=1;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=1.49;计算结果：42.76\r\nGU1糊间隙计算结果：车速值=2;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.10;车速限制的最小值=2;QDM系数=1.00;界面系数=1.49;计算结果：47.04\r\nGU1糊间隙计算结果：车速值=3;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.20;车速限制的最小值=3;QDM系数=1.00;界面系数=1.49;计算结果：51.32\r\nGU1糊间隙计算结果：车速值=4;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.20;车速限制的最小值=3;QDM系数=1.00;界面系数=1.49;计算结果：51.32\r\nGU1糊间隙计算结果：车速值=100;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=1.49;计算结果：42.76\r\nGU1糊间隙计算结果：车速值=200;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=1.49;计算结果：42.76\r\nGU1糊间隙计算结果：车速值=300;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=1.49;计算结果：42.76\r\nGU1糊间隙计算结果：车速值=400;最小糊间隙=7;最大糊间隙=35;最小克重=100;最大克重=500;当前胶水克重=410;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=1.49;计算结果：42.76\r\n"",""ExceptionInfo"":""""}",2026-06-04 15:35:25.724029
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF1--SF1糊间隙往设备写值动作完成,材质=6/3,楞型=B"",""ExceptionInfo"":""""}",2026-06-04 15:35:25.820828
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow SF2糊间隙立即换材，材质=8/N,楞型=C,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 15:35:25.903597
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入SetGlueSF2准备点位赋值，芯纸材质=8，里纸材质=N,楞型=C"",""ExceptionInfo"":""""}",2026-06-04 15:35:25.927953
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF2--SF2糊间隙往设备写值动作完成,材质=8/N,楞型=C"",""ExceptionInfo"":""""}",2026-06-04 15:35:26.412383
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueGu--糊机糊间隙设备写值完成,材质=F.6.3.8.N,楞型=5BC"",""ExceptionInfo"":""""}",2026-06-04 15:35:27.000613
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入HandleGuGlueMsg ，本次为正常换材，材质=N.7.6.7.N,楞型=5BA"",""ExceptionInfo"":""""}",2026-06-04 15:35:55.820634
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入 SetGlueGu 准备点位赋值，材质=N.7.6.7.N,楞型=5BA,品牌LS0=,品牌MS1=,品牌LS1=,品牌MS2=,品牌LS2=,品牌MS3=,品牌LS3="",""ExceptionInfo"":""""}",2026-06-04 15:35:55.826578
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层=False\r\n中层=False\r\n下层=False\r\n当前糊间隙材质情况：1层=N/7；2层=6/7；3层=\r\n"",""ExceptionInfo"":""""}",2026-06-04 15:35:55.959313
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层=False\r\n中层=False\r\n下层=False\r\n当前糊间隙材质情况：1层=N/7；2层=6/7；3层=\r\n"",""ExceptionInfo"":""""}",2026-06-04 15:35:55.975160
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入SetGlueSF2准备点位赋值，芯纸材质=7，里纸材质=5,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:29:02.098648
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF2糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=20;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=30;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=100;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:29:02.204579
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow SF1糊间隙立即换材，材质=Q/Q,楞型=B,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.016726
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入SetGlueSF1准备点位赋值，芯纸材质=Q，里纸材质=Q,楞型=B"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.027616
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF1糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=10;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=12;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=13;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=120;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=10;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=150;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=10;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=160;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=10;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=10;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\nSF1糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=340;车速系数=1.00;车速限制的最小值=11;QDM系数=2.00;界面系数=4.56;弯翘偏移量=0;计算结果：220.10\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.122237
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow SF2糊间隙立即换材，材质=Q/6,楞型=A,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.208079
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入SetGlueSF2准备点位赋值，芯纸材质=Q，里纸材质=6,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.228593
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF2糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=20;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=30;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=100;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\nSF2糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=350;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：994.67\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.371292
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF1--SF1糊间隙往设备写值动作完成,材质=Q/Q,楞型=B"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.717572
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF2--SF2糊间隙往设备写值动作完成,材质=Q/6,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:29:43.793672
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleChangeNow SF2糊间隙立即换材，材质=Q/1,楞型=A,偏移量=0"",""ExceptionInfo"":""""}",2026-06-04 14:34:21.150414
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入SetGlueSF2准备点位赋值，芯纸材质=Q，里纸材质=1,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:34:21.166939
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SF2糊间隙计算结果：车速值=10;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=20;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=30;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=50;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=60;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=100;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=200;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\nSF2糊间隙计算结果：车速值=300;最小糊间隙=8;最大糊间隙=30;最小克重=120;最大克重=420;当前胶水克重=400;车速系数=1.00;车速限制的最小值=1;QDM系数=1.00;界面系数=40.00;弯翘偏移量=0;计算结果：1141.33\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:34:21.296482
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""SetGlueSF2--SF2糊间隙往设备写值动作完成,材质=Q/1,楞型=A"",""ExceptionInfo"":""""}",2026-06-04 14:34:22.200687
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入HandleGuGlueMsg ，本次为正常换材，材质=Q.5.Q.9.Q,楞型=5BA"",""ExceptionInfo"":""""}",2026-06-04 14:59:09.668680
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""进入 SetGlueGu 准备点位赋值，材质=Q.5.Q.9.Q,楞型=5BA,品牌LS0=,品牌MS1=,品牌LS1=,品牌MS2=,品牌LS2=,品牌MS3=,品牌LS3="",""ExceptionInfo"":""""}",2026-06-04 14:59:09.678244
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层=False\r\n中层=False\r\n下层=False\r\n当前糊间隙材质情况：1层=Q/5；2层=Q/9；3层=\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:59:09.767337
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层=False\r\n中层=False\r\n下层=False\r\n当前糊间隙材质情况：1层=Q/5；2层=Q/9；3层=\r\n"",""ExceptionInfo"":""""}",2026-06-04 14:59:09.773808
"{""Module"":""糊间隙控制模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""用户勾选的糊机糊间隙使用部位和材质匹配对应不上，使用默认情况处理"",""ExceptionInfo"":""""}",2026-06-04 14:59:09.803852
